,train_loss,valid_loss,epoch,learning_rate,batch_size_train,batch_size_valid
71,0.0026496183924262285,0.0018575750519521535,72,0.0009755282581475768,64,64
72,0.0026157095243393292,0.001841975366231054,73,0.0009045084971874737,64,64
73,0.0026220564249166247,0.001867196417413652,74,0.0007938926261462366,64,64
74,0.0025605089732692508,0.0019207763797603548,75,0.0006545084971874737,64,64
75,0.002543307853855693,0.0019890843792818485,76,0.0005,64,64
76,0.00250780284244032,0.0018112793639302254,77,0.00034549150281252633,64,64
77,0.002477920885456712,0.001776315389201045,78,0.00020610737385376348,64,64
78,0.0024480072437410255,0.0017781284868251532,79,9.549150281252633e-05,64,64
79,0.002431568806494044,0.001783333670347929,80,2.4471741852423235e-05,64,64
80,0.0026277798719255866,0.0018644625847227872,81,0.001,64,64
81,0.0026217853344643292,0.0018086235334631056,82,0.0009755282581475768,64,64
82,0.002580749311652938,0.0019117448404431343,83,0.0009045084971874737,64,64
83,0.0025496107555227354,0.001808945834171027,84,0.0007938926261462366,64,64
84,0.002543090909776806,0.0018101320448331536,85,0.0006545084971874737,64,64
85,0.002502194956099656,0.0017950621226336806,86,0.0005,64,64
86,0.002453736422901431,0.0018068376178853214,87,0.00034549150281252633,64,64
87,0.002427990822627126,0.0017961523705162109,88,0.00020610737385376348,64,64
88,0.0023889984130171307,0.0017970496837515385,89,9.549150281252633e-05,64,64
89,0.0023741804743350704,0.001789308475330472,90,2.4471741852423235e-05,64,64
90,0.002576141255697472,0.0018422753007616849,91,0.001,64,64
91,0.002534379391173429,0.001836948762414977,92,0.0009755282581475768,64,64
92,0.002533065956155422,0.0019290458899922668,93,0.0009045084971874737,64,64
93,0.0024926279525536656,0.0018388887741602957,94,0.0007938926261462366,64,64
94,0.002470476768516463,0.001985587830655277,95,0.0006545084971874737,64,64
95,0.0024134143216121913,0.001842870879918337,96,0.0005,64,64
96,0.0023814584860498253,0.0018688335479237139,97,0.00034549150281252633,64,64
97,0.002343447958232154,0.0018216131730005144,98,0.00020610737385376348,64,64
98,0.002297267966961085,0.0018462293636985123,99,9.549150281252633e-05,64,64
99,0.002276681515183161,0.0018366223152261228,100,2.4471741852423235e-05,64,64
